,ID.org,clean name,match_0,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9
11252,DI934,BRIDGE TO YOUTH,"{'address': '3178 Villa Ave; Bronx, NY 10468', 'score': 0.54, 'name': 'BRIDGE ART INNER CITY YOUTH INTIATIVE'}","{'address': 'Childrens; New York, NY 10018', 'score': 0.39, 'name': 'CHILDRENS BRIDGE'}","{'address': '1333 Broadway; New York, NY 10018', 'score': 0.39, 'name': 'CHILDRENS BRIDGE'}","{'address': '50 W 47th St; New York, NY 10036', 'score': 0.39, 'name': 'CHILDRENS BRIDGE'}","{'address': '39 W 37th St #3; New York, NY 10018', 'score': 0.39, 'name': 'CHILDRENS BRIDGE'}",{},{},{},{},{}
11253,A383,BRONX CHAPTER OF BAITUL NASR,{},{},{},{},{},{},{},{},{},{}
11254,A1913,MY FRIENDS HOUSE OF DOUGLASTON,{},{},{},{},{},{},{},{},{},{}
11255,RR7088,CITIZEN SCHOOLS,"{'address': '120 Broadway; New York, NY 10271', 'score': 1.0, 'name': 'CITIZEN SCHOOLS'}","{'address': '424 Leonard St; Brooklyn, NY 11222', 'score': 0.69, 'name': 'CITIZENS WORLD'}","{'address': '791 Empire Blvd; Brooklyn, NY 11213', 'score': 0.51, 'name': 'CITIZENS OF  WORLD CROWN HEIGHTS'}",{},{},{},{},{},{},{}
11256,RR8830,TORA RESEARCH ACADEMY,"{'address': '120 Madison Ave; New York, NY 10016', 'score': 0.42, 'name': 'AMERICAN ACADEMY OF DRAMATIC ARTSNEW'}","{'address': '1216 5th Ave; New York, NY 10029', 'score': 0.41, 'name': 'NEW YORK ACADEMY OF MEDICINE'}",{},{},{},{},{},{},{},{}
11257,C212,CHURCH AVENUE MERCHANTS BLOCK ASSOCIATION CAMBA,"{'address': '911 Flatbush Ave; Brooklyn, NY 11226', 'score': 0.88, 'name': 'CHURCH AVENUE MERCHANTS BLOCK ASSOCIA'}","{'address': '19 Winthrop St; Brooklyn, NY 11225', 'score': 0.88, 'name': 'CHURCH AVENUE MERCHANTS BLOCK ASSOCIA'}","{'address': '16421 Hillside Ave; Jamaica, NY 11432', 'score': 0.88, 'name': 'CHURCH AVENUE MERCHANTS BLOCK ASSOCIA'}","{'address': '885 Flatbush Ave; Brooklyn, NY 11226', 'score': 0.71, 'name': 'CHURCH AVE MERCHANTS BLOCK'}",{},{},{},{},{},{}
11258,RR7821,CITY ISLAND CHAMBER OF COMMERCE,"{'address': '280 City Island Ave; Bronx, NY 10464', 'score': 0.93, 'name': 'CITY ISLAND CHAMBERCOMMERCE'}",{},{},{},{},{},{},{},{},{}
11259,DI557,FRANKLIN K LANE HIGH SCHOOL SCHOOLBASED HEALTH CLINIC,"{'address': '1449 Shakespeare Ave #226; Bronx, NY 10452', 'score': 0.4, 'name': 'DIST 9 SCHOOL BASE SUPPORT TEAM'}","{'address': '455 Southern Blvd; Bronx, NY 10455', 'score': 0.36, 'name': 'HEALTH EDUCATION AND RESEARCH OCCUPAT'}","{'address': '10835 167th St; Jamaica, NY 11433', 'score': 0.34, 'name': 'SOURN QUEENS PARK ASSOCIATION SCHO'}",{},{},{},{},{},{},{}
11260,94,ST SEBASTIAN R C CHURCH,"{'address': '3960 57th St; Woodside, NY 11377', 'score': 0.96, 'name': 'ST SEBASTIANS RC CHURCH'}","{'address': '3979 58th St; Woodside, NY 11377', 'score': 0.9, 'name': 'SAINT SEBASTIANS RC CHURCH'}","{'address': '185 Suydam St; Brooklyn, NY 11221', 'score': 0.73, 'name': 'ST JOSEPH PATRON RC CHURCH'}","{'address': '1119 41st St; Brooklyn, NY 11218', 'score': 0.61, 'name': 'ST CARINE OF ALEXANDRIA RC CHURCH'}","{'address': '3966 58th St; Woodside, NY 11377', 'score': 0.58, 'name': 'ST SEBASTIAN RELIGIOUS EDUCATION OFFICE'}",{},{},{},{},{}
11261,DI2342,PSS DAVIDSON,"{'address': '594 E 16th St; Brooklyn, NY 11226', 'score': 0.78, 'name': 'MW DAVIDSON'}","{'address': '55 E 34th St; New York, NY 10016', 'score': 0.6, 'name': 'MORTON DAVIDSON MD'}","{'address': '240 Central Park S #7H; New York, NY 10019', 'score': 0.57, 'name': 'DAVIDSON LEAH MD'}",{},{},{},{},{},{},{}
11262,RR2411,MERCAZ GAN YISROEL CENTER OF FLATBUSH,"{'address': '1649 E 13th St; Brooklyn, NY 11229', 'score': 0.85, 'name': 'MERCAZ GAN ISRAEL OF FLATBUSH'}",{},{},{},{},{},{},{},{},{}
11263,RR2300,DEDICATED TO STRUGGLE,{},{},{},{},{},{},{},{},{},{}
11264,RR8806,TABERNACLE COMMUNITY OUTREACH ACTION MINISTRY,"{'address': '11 Wyona St; Brooklyn, NY 11207', 'score': 0.76, 'name': 'INTERCESORY COMMUNITY OUTREACH MINIST'}","{'address': '668 New Lots Ave; Brooklyn, NY 11207', 'score': 0.69, 'name': 'COMMUNITY OUTREACH MINISTRIES '}","{'address': '1001 Bergen St; Brooklyn, NY 11216', 'score': 0.54, 'name': 'AGAPE TABERNACLE MINISTRY'}","{'address': '287 Linden Blvd #APT C2; Brooklyn, NY 11226', 'score': 0.5, 'name': 'AGAPE TABERNACLE MINISTRIES'}","{'address': '1234 E Gun Hill Rd; Bronx, NY 10469', 'score': 0.47, 'name': 'FELLOWSHIP TABERNACLE MINISTRIES'}",{},{},{},{},{}
11265,RR7750,BRUISED REED MINISTRY,{},{},{},{},{},{},{},{},{},{}
11266,DI321,CHRISTIAN HAITIAN SPORTS FOUNDATION,"{'address': '661 E 219th St; Bronx, NY 10467', 'score': 0.52, 'name': 'HAITIAN CONGREGATION OF GOOD SAMARITAN'}","{'address': '1461 Schenectady Ave; Brooklyn, NY 11203', 'score': 0.45, 'name': 'EL SHADDAI HAITIAN BAPT CHR'}",{},{},{},{},{},{},{},{}
11267,DI4673,MILDRED FORDEE YOUNG MODELS CONDUIT FRIENDS OF CROWNAJUSTED WAS 1214,"{'address': '321 W 24th St #4H; New York, NY 10011', 'score': 0.32, 'name': 'A RISING YOUNG MODEL'}","{'address': '203 W 23rd St; New York, NY 10011', 'score': 0.31, 'name': 'R AMP L MODEL AMP TALENT MGMT'}","{'address': '199 Lafayette St; New York, NY 10012', 'score': 0.31, 'name': 'WOMEN MODEL MANAGEMENT'}",{},{},{},{},{},{},{}
11268,RR7259,KIWANIS CLUB OF PARKCHESTER BRONX FOUNDATION,"{'address': '2501 Nostrand Ave; Brooklyn, NY 11210', 'score': 0.62, 'name': 'UNION CLUB SPORTS AMP ART FOUNDATION'}","{'address': '1441 Boston Rd; Bronx, NY 10460', 'score': 0.38, 'name': 'MID ATLANTIC BRONX PLAZA'}","{'address': '564 Walton Ave; Bronx, NY 10451', 'score': 0.34, 'name': 'F H BRONX'}",{},{},{},{},{},{},{}
11269,N43,COMMUNITY CENTER OF ROCKAWAY PENINSULA,"{'address': '207 Beach 73rd St; Arverne, NY 11692', 'score': 0.39, 'name': 'ROCKAWAY YMCA'}",{},{},{},{},{},{},{},{},{}
11270,A945,EARLY MUSIC FOUNDATION,"{'address': '10 W 68th St; New York, NY 10023', 'score': 0.98, 'name': 'EARLY MUSIC FOUNDATION '}","{'address': '1047 Amsterdam Ave; New York, NY 10025', 'score': 0.98, 'name': 'EARLY MUSIC FOUNDATION '}","{'address': '48 W 68th St Frnt #1; New York, NY 10023', 'score': 0.71, 'name': ' EARLY EAR MUSIC STUDIO'}","{'address': '340 Riverside Dr #APT 1A; New York, NY 10025', 'score': 0.57, 'name': 'GOTHAM EARLY MUSIC SCENE'}","{'address': '170 W 73rd St #STE 3C; New York, NY 10023', 'score': 0.56, 'name': 'ARTEK EARLY MUSIC'}","{'address': '48 W 63rd St; New York, NY 10023', 'score': 0.42, 'name': ' EARLY EAR '}",{},{},{},{}
11271,C4067,COOP CITY NAACP DAY CARE CENTER,"{'address': '18926 Linden Blvd; Saint Albans, NY 11412', 'score': 0.77, 'name': 'JAMAICA NAACP DAY CARE CENTER'}","{'address': '100 Erskine Pl Lbby; Bronx, NY 10475', 'score': 0.76, 'name': 'N A A C P COOP CITY DAY CARE CENTER'}","{'address': '1113 Colgate Ave; Bronx, NY 10472', 'score': 0.53, 'name': 'EAST BRONX N A A C P DAY CARE'}","{'address': '135 Einstein Loop; Bronx, NY 10475', 'score': 0.48, 'name': 'NAACP COOP CITY BRANCH '}",{},{},{},{},{},{}
11272,N29,CENTER FOR BEHAVIORAL HEALTH SERVICES,{},{},{},{},{},{},{},{},{},{}
11273,A980,EDUCATIONAL BROADCASTING,"{'address': '825 8th Ave #14; New York, NY 10019', 'score': 1.0, 'name': 'EDUCATIONAL BROADCASTING'}",{},{},{},{},{},{},{},{},{}
11274,DI4369,LGBT COMMUNITY CENTER,{},{},{},{},{},{},{},{},{},{}
11275,RR8822,THURNAROUND FRIENDS,{},{},{},{},{},{},{},{},{},{}
11276,DI435,CHURCH ON HILL OLDER ADULT COTHOA LUNCHEON CLUB,{},{},{},{},{},{},{},{},{},{}
11277,Y300,CAMELOT OF STATEN ISLAND,"{'address': '273 Heberton Ave; Staten Island, NY 10302', 'score': 1.0, 'name': 'CAMELOT OF STATEN ISLAND'}","{'address': '109 Rhine Ave; Staten Island, NY 10304', 'score': 1.0, 'name': 'CAMELOT OF STATEN ISLAND'}","{'address': '1125 Carroll St; Brooklyn, NY 11225', 'score': 1.0, 'name': 'CAMELOT OF STATEN ISLAND'}","{'address': '4442 Arthur Kill Rd #STE 3; Staten Island, NY 10309', 'score': 0.98, 'name': 'CAMELOT OF STATEN ISLAND '}","{'address': '521 W 49th St; New York, NY 10019', 'score': 0.98, 'name': 'CAMELOT OF STATEN ISLAND '}","{'address': '17515 Rockaway Blvd; Jamaica, NY 11434', 'score': 0.98, 'name': 'CAMELOT OF STATEN ISLAND '}","{'address': '3827 Richmond Ave; Staten Island, NY 10312', 'score': 0.63, 'name': 'AAAA DRIVING SCHOOL OF STATEN ISLAND'}",{},{},{}
11278,A701,COMMUNITY ADVOCACY CENTER,"{'address': '657 Fairview Ave; Ridgewood, NY 11385', 'score': 0.94, 'name': 'COMMUNITY ADVOCACY CTR'}",{},{},{},{},{},{},{},{},{}
11279,DI3768,ISRAEL CENTER OF HILLCREST MANOR SENIOR CLUB,"{'address': '6807 Burns St; Forest Hills, NY 11375', 'score': 0.59, 'name': 'YOUNG ISRAEL OF FOREST HILLS SENIOR L'}","{'address': '168 Hillside Ave; New York, NY 10040', 'score': 0.54, 'name': 'HILLCREST SENIOR CENTER'}","{'address': '14155 77th Ave; Flushing, NY 11367', 'score': 0.54, 'name': 'YOUNG ISRAEL OF QUEENS VALLEY SENIOR '}","{'address': '2716 Healy Ave; Far Rockaway, NY 11691', 'score': 0.52, 'name': 'YOUNG ISRAEL WAVECREST BAYSWATER SENI'}","{'address': '1068 Gerard Ave; Bronx, NY 10452', 'score': 0.49, 'name': 'HOPE OF ISRAEL SENIOR CTR'}","{'address': '840 Gerard Ave; Bronx, NY 10451', 'score': 0.47, 'name': 'HOPE OF ISRAEL SENIOR CITIZEN CENTER '}","{'address': '16801 Hillside Ave; Jamaica, NY 11432', 'score': 0.43, 'name': 'BUILDERS FOR FAMILY AMP YOUTH HILLCREST'}",{},{},{}
11280,DI4068,CONEY ISLAND LOCAL DEVELOPMENT,{},{},{},{},{},{},{},{},{},{}
11281,Y289,ALLEY POND ENVIRONMENTAL CENTER,"{'address': '22806 Northern Blvd; Little Neck, NY 11362', 'score': 1.0, 'name': 'ALLEY POND ENVIRONMENTAL CENTER'}","{'address': '7920 Winchester Blvd; Queens Village, NY 11427', 'score': 0.76, 'name': 'ALLEY POND TENNIS CENTER'}","{'address': '23201 Northern Blvd; Little Neck, NY 11362', 'score': 0.75, 'name': 'ALLEY POND GOLF CENTER'}","{'address': '7809 Springfield Blvd #STE 1; Oakland Gardens, NY 11364', 'score': 0.64, 'name': 'ALLEY POND OWNERS CORP'}","{'address': '8251 Winchester Blvd; Queens Village, NY 11427', 'score': 0.43, 'name': 'COUNTRY POINTE ALLEY POND HOA'}",{},{},{},{},{}
11282,RR3177,YMCA OF GREATER NY FLUSHING ASSOICATION OFFICE,{},{},{},{},{},{},{},{},{},{}
11283,RR7874,CONGREGATION BETH OSHER,"{'address': '1719 Ave P; Brooklyn, NY 11229', 'score': 0.83, 'name': 'CONGREGATION BETH ISAAC'}","{'address': '305 Madison Ave; New York, NY 10165', 'score': 0.81, 'name': 'CONGREGATION BETH ITZHAK'}",{},{},{},{},{},{},{},{}
11284,RR4369,NEW BRONX CHAMBER OF COMMERCE,"{'address': '1200 Waters Pl #STE 106; Bronx, NY 10461', 'score': 0.93, 'name': 'BRONX CHAMBER OF COMMERCE'}",{},{},{},{},{},{},{},{},{}
11285,N134,NY TWENTYFIFTH PRECINCT GLADIATORS,{},{},{},{},{},{},{},{},{},{}
11286,A51,A WAY OUT,"{'address': '230 5th Ave #STE 800; New York, NY 10001', 'score': 0.64, 'name': 'WAY OUT TOYS '}","{'address': '520 E 148th St; Bronx, NY 10455', 'score': 0.39, 'name': 'WAY OUT MINISTRIESCHRISTIAN'}","{'address': '524 E 148th St; Bronx, NY 10455', 'score': 0.32, 'name': 'WAY OUT MINISTRIES CHRISTIAN CHURCH'}",{},{},{},{},{},{},{}
11287,A1271,GUILD FOR EXCEPTIONAL CHILDREN,"{'address': '7015 Colonial Rd; Brooklyn, NY 11209', 'score': 1.0, 'name': 'GUILD FOR EXCEPTIONAL CHILDREN'}","{'address': '310 67th St; Brooklyn, NY 11220', 'score': 1.0, 'name': 'GUILD FOR EXCEPTIONAL CHILDREN'}","{'address': '541 72nd St; Brooklyn, NY 11209', 'score': 1.0, 'name': 'GUILD FOR EXCEPTIONAL CHILDREN'}","{'address': '443 72nd St; Brooklyn, NY 11209', 'score': 1.0, 'name': 'GUILD FOR EXCEPTIONAL CHILDREN'}","{'address': '619 73rd St; Brooklyn, NY 11209', 'score': 1.0, 'name': 'GUILD FOR EXCEPTIONAL CHILDREN'}","{'address': '260 68th St; Brooklyn, NY 11220', 'score': 1.0, 'name': 'GUILD FOR EXCEPTIONAL CHILDREN'}","{'address': '216 Ovington Ave; Brooklyn, NY 11209', 'score': 1.0, 'name': 'GUILD FOR EXCEPTIONAL CHILDREN'}",{},{},{}
11288,DI4086,INFANT MORTALITY REDUCTION INITIATIVE,"{'address': '17217 Linden Blvd; Jamaica, NY 11434', 'score': 1.0, 'name': 'INFANT MORTALITY REDUCTION INITIATIVE'}",{},{},{},{},{},{},{},{},{}
11289,RR9186,HARLEM CHILDREN SOCIETY,"{'address': '536 E 82nd St; New York, NY 10028', 'score': 1.0, 'name': 'HARLEM CHILDREN SOCIETY'}","{'address': '28 W 120th St; New York, NY 10027', 'score': 0.84, 'name': 'HARLEM CHILDREN ZONE'}","{'address': '273 W 144th St; New York, NY 10030', 'score': 0.82, 'name': 'HARLEM CHILDRENS ZONE'}","{'address': '300 W 112th St; New York, NY 10026', 'score': 0.7, 'name': 'HARLEM CHILDRENS ZONE  TRUENCY PRE'}","{'address': '831 Bartholdi St; Bronx, NY 10467', 'score': 0.6, 'name': 'HARLEM HISTORICAL SOCIETY OF NEW YORK'}","{'address': '2300 Southern Blvd; Bronx, NY 10460', 'score': 0.39, 'name': 'GILIO SOCIETY OF EAST HARLEM'}",{},{},{},{}
11290,Y410,STATEN ISLAND MINORITY CIVIC,{},{},{},{},{},{},{},{},{},{}
11291,DI5002,TIMES SQUARE BIDFATHER DUFFY SQUARE,"{'address': '340 W 40th St; New York, NY 10018', 'score': 0.48, 'name': 'STAYBRIDGE SUITES TIMES SQUARE  NEW '}","{'address': '1605 Broadway; New York, NY 10019', 'score': 0.46, 'name': 'CROWNE PLAZA TIMES SQUARE MANHATTAN'}","{'address': '321 W 35th St; New York, NY 10001', 'score': 0.42, 'name': 'EVEN HOTELS NEW YORK  TIMES SQUARE S'}","{'address': '300 W 44th St; New York, NY 10036', 'score': 0.41, 'name': 'INTERCONTINENTAL NEW YORK TIMES SQUARE'}","{'address': '585 8th Ave; New York, NY 10018', 'score': 0.41, 'name': 'HOLIDAY INN NEW YORK CITY  TIMES SQUARE'}","{'address': '339 W 39th St; New York, NY 10018', 'score': 0.34, 'name': 'CANDLEWOOD SUITES NEW YORK CITY TIME'}",{},{},{},{}
11292,DI2568,CARMEL SEVENTH DAY ADVENTIST CHURCH,{},{},{},{},{},{},{},{},{},{}
11293,DI5114,OCEAN PARKWAY CDC,"{'address': '550 Ocean Pkwy; Brooklyn, NY 11218', 'score': 0.68, 'name': 'OCEAN PARKWAY JEWISH CENTER'}","{'address': '40 Ocean Pkwy; Brooklyn, NY 11218', 'score': 0.65, 'name': '40 OCEAN PARKWAY TENANTS CORP'}","{'address': '5614 15th Ave; Brooklyn, NY 11219', 'score': 0.64, 'name': '820 OCEAN PARKWAY HOUSING CORP'}","{'address': '515 Ave I; Brooklyn, NY 11230', 'score': 0.62, 'name': 'OCEAN PARKWAY PEDIATRIC PRACTICE PC'}","{'address': '4002 18th Ave; Brooklyn, NY 11218', 'score': 0.59, 'name': 'OCEAN PARKWAY COMMUNITY DEVELOPMENT A'}","{'address': '1170 Ocean Pkwy; Brooklyn, NY 11230', 'score': 0.56, 'name': '1170 OCEAN PARKWAY OWNERS CORPORATION'}",{},{},{},{}
11294,RR8301,MACHON BAIS YAAKOV HILDA BIRN HIGH SCHOOL,"{'address': '1681 42nd St; Brooklyn, NY 11204', 'score': 0.61, 'name': 'MACHON BAIS YAAKOV'}",{},{},{},{},{},{},{},{},{}
11295,RR3140,BETH ISRAEL MEDICAL CENTER OFFICE OF GRANTS AND RESEARC,"{'address': '170 E End Ave; New York, NY 10128', 'score': 0.7, 'name': 'BETH ISRAEL MEDICAL CENTER NORTH DIVI'}","{'address': '1 Ave At Sixteen St; New York, NY 10001', 'score': 0.64, 'name': 'BETH ISRAEL MEDICAL CENTER'}","{'address': '1 Ave 16t; New York, NY 10001', 'score': 0.64, 'name': 'BETH ISRAEL MEDICAL CENTER'}","{'address': '1372 Broadway; New York, NY 10018', 'score': 0.64, 'name': 'BETH ISRAEL MEDICAL CENTER'}","{'address': '502 8th Ave #STE 2; Brooklyn, NY 11215', 'score': 0.64, 'name': 'BETH ISRAEL MEDICAL CENTER'}","{'address': '16 E 16th St; New York, NY 10003', 'score': 0.64, 'name': 'BETH ISRAEL MEDICAL CENTER'}","{'address': '721 9th Ave; New York, NY 10019', 'score': 0.64, 'name': 'BETH ISRAEL MEDICAL CENTER'}",{},{},{}
11296,RR8363,MORNINGSIDE AT HOME,"{'address': '115 2nd Ave; New York, NY 10003', 'score': 0.51, 'name': 'MOISHES SECOND AVE HOME MADE'}","{'address': '653 9th Ave; New York, NY 10036', 'score': 0.47, 'name': 'DELPHINIUM HOME'}","{'address': '323 Ct St; Brooklyn, NY 11231', 'score': 0.45, 'name': 'RACCUGLIA AMP SON FUNERAL HOME'}",{},{},{},{},{},{},{}
11297,DI5338,ASSOCIATION OF DOMINICAN CLASSICAL ARTISTS,"{'address': '1865 Morris Ave; Bronx, NY 10453', 'score': 0.51, 'name': 'COMMUNITY ASSOCIATION OF PROGRESSIVE '}","{'address': '144 E 44th St #STE 402; New York, NY 10017', 'score': 0.45, 'name': 'DOMINICAN REPUBLIC MISSION TO  U N'}",{},{},{},{},{},{},{},{}
11298,RR4574,BNAI BRITH HILLEL FOUNDATION AT BROOKLYN COLLEGE,"{'address': '15245 Melbourne Ave; Flushing, NY 11367', 'score': 0.74, 'name': 'BNAI BRITH HILLEL FOUNDATION'}",{},{},{},{},{},{},{},{},{}
11299,DI2467,NEST SCHOOL,"{'address': '1640 Bronxdale Ave; Bronx, NY 10462', 'score': 0.85, 'name': 'VAN NEST SCHOOL'}","{'address': '111 Columbia St; New York, NY 10002', 'score': 0.53, 'name': 'NEST'}",{},{},{},{},{},{},{},{}
11300,Y367,POLONIANS ORGANIZED TO MINISTER TO OUR COMMUNITY,"{'address': '6017 56th Dr; Maspeth, NY 11378', 'score': 0.87, 'name': 'POLONIANS ORGANIZED TO MINISTER TO OU'}","{'address': '6660 Fresh Pond Rd; Ridgewood, NY 11385', 'score': 0.87, 'name': 'POLONIANS ORGANIZED TO MINISTER TO OU'}",{},{},{},{},{},{},{},{}
11301,A3469,YARA ARTS GROUP,"{'address': '45 Crosby St; New York, NY 10012', 'score': 0.75, 'name': 'CRANMER ART GROUP'}","{'address': '532 Madison Ave Fl #4; New York, NY 10022', 'score': 0.73, 'name': 'ROSS ART GROUP '}",{},{},{},{},{},{},{},{}
11302,A282,BARNARD COLLEGEEDUCATION PROGRAM,{},{},{},{},{},{},{},{},{},{}
11303,DI1153,AFRICAN AMERICAN LEGAL AND CIVIC HALL OF FAME,{},{},{},{},{},{},{},{},{},{}
11304,RR2438,NY COALITION AGAINST HUNGER,"{'address': '16 Beaver St #STE 3; New York, NY 10004', 'score': 0.98, 'name': 'NYC COALITION AGAINST HUNGER'}","{'address': '121 W 27th St; New York, NY 10001', 'score': 0.71, 'name': 'COALITION AGAINST TRAFFICKING'}",{},{},{},{},{},{},{},{}
11305,DI3896,STATEN ISLAND PARKS DEPARTMENT BOROUGH OFFICE,"{'address': '2175 Richmond Ter; Staten Island, NY 10302', 'score': 0.68, 'name': 'STATEN ISLAND PARKS AMP REC DEPT'}","{'address': '1150 Clove Rd; Staten Island, NY 10301', 'score': 0.62, 'name': 'STATEN ISLAND PERMITS DEPT'}","{'address': '60 Bay St; Staten Island, NY 10301', 'score': 0.58, 'name': 'STATEN ISLAND VET CENTER  US DEPAR'}","{'address': '130 Stuyvesant Pl; Staten Island, NY 10301', 'score': 0.58, 'name': 'STATEN ISLAND PROBATION DEPT'}","{'address': '715 Ocean Ter; Staten Island, NY 10301', 'score': 0.55, 'name': 'STATEN ISLAND EDUCATION DEPT'}","{'address': '10 Richmond Ter; Staten Island, NY 10301', 'score': 0.53, 'name': 'STATEN ISLAND BUILDING DEPT'}","{'address': '1150 S Ave 3rd Floor #STE 301; Staten Island, NY 10314', 'score': 0.51, 'name': 'STATEN ISLAND COMMUNITY CLINIC  US'}",{},{},{}
11306,DI5006,WYCKOFF HOSPITAL,"{'address': '179 Jamaica Ave; Brooklyn, NY 11207', 'score': 1.0, 'name': 'WYCKOFF HOSPITAL'}","{'address': '110 Wyckoff Ave; Brooklyn, NY 11237', 'score': 1.0, 'name': 'WYCKOFF HOSPITAL'}","{'address': '173 Stockholm St; Brooklyn, NY 11237', 'score': 1.0, 'name': 'WYCKOFF HOSPITAL'}","{'address': '1423 Myrtle Ave; Brooklyn, NY 11237', 'score': 1.0, 'name': 'WYCKOFF HOSPITAL'}","{'address': '131 Wyckoff Ave; Brooklyn, NY 11237', 'score': 0.62, 'name': 'WYCKOFF PHARMACY'}","{'address': '374 Stockholm St; Brooklyn, NY 11237', 'score': 0.57, 'name': 'WYCKOFF HEIGHTS MEDICAL CENTER'}",{},{},{},{}
11307,RR8547,PELHAM BAY GOLDEN AGE CENTER,{},{},{},{},{},{},{},{},{},{}
11308,RR6989,ARISTA CENTER FOR,"{'address': '11020 71st Rd #STE 111; Forest Hills, NY 11375', 'score': 0.76, 'name': 'ARISTA CENTER FOR PSYCHORAPY'}","{'address': '32 W 47th St; New York, NY 10036', 'score': 0.69, 'name': 'ARISTA PEARL CO'}","{'address': '1118 46th Rd; Long Island City, NY 11101', 'score': 0.5, 'name': 'ARISTA WOOD WORKING CO '}","{'address': '1015 37th Ave; Long Island City, NY 11101', 'score': 0.49, 'name': 'ARISTA PLUMBING AMP HEATING CORP'}","{'address': '590 78th St; Brooklyn, NY 11209', 'score': 0.49, 'name': 'ARISTA PLUMBING AMP HEATING CORP'}",{},{},{},{},{}
11309,DI3777,MUJERES GARUFUNA EN MARCHA MUGAMA,{},{},{},{},{},{},{},{},{},{}
11310,RR3713,TREATMENT ACTION GROUP TAG,"{'address': '611 Broadway Rm #308; New York, NY 10012', 'score': 1.0, 'name': 'TREATMENT ACTION GROUP TAG'}","{'address': '261 5th Ave Rm #2110; New York, NY 10016', 'score': 0.92, 'name': 'TREATMENT ACTION GROUP'}","{'address': '413 W 48th St; New York, NY 10036', 'score': 0.92, 'name': 'TREATMENT ACTION GROUP'}","{'address': '777 United Nations Plz #STE 606; New York, NY 10017', 'score': 0.54, 'name': 'GLOBAL ACTION OF AGING'}","{'address': '2134 Richmond Ter; Staten Island, NY 10302', 'score': 0.45, 'name': 'COMMUNITY HEALTH ACTION'}",{},{},{},{},{}
11311,A2087,NY FAMILIES FOR AUTISTIC CHILDREN,"{'address': '16414 Crossbay Blvd; Howard Beach, NY 11414', 'score': 0.99, 'name': 'NY FAMILIES FOR AUTISTIC CHILDREN '}","{'address': '8310 149th Ave; Howard Beach, NY 11414', 'score': 0.89, 'name': 'NEW YORK FAMILIES FOR AUTISTIC CHILDR'}","{'address': '25 W 17th St; New York, NY 10011', 'score': 0.46, 'name': 'ASSOCIATION IN MANHATTAN FOR AUTISTIC'}",{},{},{},{},{},{},{}
11312,A3357,VISIONSSERVICES FOR BLIND AND VISUALLY IMPAIRED,{},{},{},{},{},{},{},{},{},{}
11313,RR8790,STUDENTS LINK,"{'address': '4513 Manhattan College Pkwy; Bronx, NY 10471', 'score': 0.61, 'name': 'V P FOR STUDENT LIFE'}",{},{},{},{},{},{},{},{},{}
11314,A3404,WEST HARLEM GROUP ASSISTANCE,"{'address': '565 Manhattan Ave; New York, NY 10027', 'score': 1.0, 'name': 'WEST HARLEM GROUP ASSISTANCE'}","{'address': '1652 Amsterdam Ave; New York, NY 10031', 'score': 1.0, 'name': 'WEST HARLEM GROUP ASSISTANCE'}","{'address': '625 Malcolm X Blvd; New York, NY 10037', 'score': 0.76, 'name': 'WEST HARLEM GROUP'}","{'address': '1455 Amsterdam Ave; New York, NY 10027', 'score': 0.64, 'name': 'WEST HARLEM PROGRESSIVE CLUB'}",{},{},{},{},{},{}
11315,N258,CUNY GRADUATE CENTER FOR GOTHAM CENTER FOR NY HISTORY,"{'address': '365 5th Ave; New York, NY 10016', 'score': 0.56, 'name': 'CUNY GRADUATE SCHOOL AND UNIVERSITY C'}","{'address': '365 5th Ave; New York, NY 10016', 'score': 0.56, 'name': 'GRADUATE CENTER CITY UNIVERSITY OF N'}","{'address': '899 10th Ave; New York, NY 10019', 'score': 0.49, 'name': 'CUNY GRADUATE CTR'}","{'address': '25 Broadway Rm #700; New York, NY 10004', 'score': 0.49, 'name': 'BROOKLYN COLLEGE GRADUATE CENTER FOR '}","{'address': '9921 Queens Blvd; Rego Park, NY 11374', 'score': 0.44, 'name': 'KELLER GRADUATE SCHOOL OF MANAGEMENT '}","{'address': '500 Grand Concourse; Bronx, NY 10451', 'score': 0.37, 'name': 'CUNY HOSTOS COMMUNITY COLLEGE'}","{'address': '99 Hudson St; New York, NY 10013', 'score': 0.34, 'name': 'BROOKLYN COLLEGE GRADUATE CTR'}",{},{},{}
11316,DI3978,AFTER HOURS,"{'address': '3095 29th St #STE 1B; Astoria, NY 11102', 'score': 0.73, 'name': 'ART FOR AFTER HOURS'}","{'address': '1204 Broadway; Brooklyn, NY 11221', 'score': 0.69, 'name': ' AFTER HOURS PROJECT '}","{'address': '3820 Fillmore Ave; Brooklyn, NY 11234', 'score': 0.55, 'name': 'AFTER HOUR REFRIGERATION SVCE'}",{},{},{},{},{},{},{}
