,ein,ID.org,name,city,DOS ID,Current Entity Name,date,processed_name,match_rate,good_match
2841,112266221.0,C4076,EAST BROOKLYN DAY CARE,BROOKLYN,3785727.0,"THE EAST BROOKLYN LEADER, INC.",3/13/09, EAST BROOKLYN LEADER ,0.79,
2842,112225242.0,C4077,EAST NY FAMILY DAY,BROOKLYN,4731562.0,"FAMILY FOR FAMILY, INC.",3/25/15,FAMILY FOR FAMILY ,0.75,
2843,133685543.0,C4080,ELEANOR JAMES PRE SCHOOL,,1822863.0,"REAL LIFE, REAL SCHOOL CORP.",5/23/94,REAL LIFE REAL SCHOOL CORP,0.62,
2844,133422660.0,C4081,ENACT,,445451.0,"ACTE, INC.",8/18/77,ACTE ,0.67,
2845,133966165.0,C4082,ENTERTAINMENT INTERNSHIP,NEW YORK,2137246.0,"MONTAGE ENTERTAINMENT, INC.",4/25/97,MONTAGE ENTERTAINMENT ,0.76,
2846,,C4083,EVERY BLESSED CHILD DAY CARE,,908817.0,"BUSY BEACH DAY CARE CENTER, INC.",4/11/84,BUSY BEACH DAY CARE CENTER ,0.63,
2847,112522225.0,C4084,FAMILY HOME CARE SERVICES,BROOKLYN,847465.0,"SUS - HOME CARE SERVICES, INC.",6/8/83,SUS  HOME CARE SERVICES ,0.9,
2851,112305641.0,C4091,FRIENDS OF CROWN HEIGHTS ED,BROOKLYN,521642.0,"FRIENDS OF PROSPECT HEIGHTS, INC.",11/15/78,FRIENDS OF PROSPECT HEIGHTS ,0.81,
2852,132612524.0,C4092,FUND FOR NY,NEW YORK,2088290.0,H & F FUND INC.,11/27/96,H  F FUND ,0.74,
2855,111631783.0,C4094,GARDEN OF YOUTH,JACKSON HEIGHTS,2954001.0,"YOUTH OF THE GAME, INC.",9/15/03,YOUTH OF  GAME ,0.86,
2857,132799430.0,C4097,GOOSE BAY NURSERY SCHOOL,BRONX,2024013.0,"HIGHWAY NURSERY SCHOOL, INC.",4/26/96,HIGHWAY NURSERY SCHOOL ,0.78,
2858,132799430.0,C4097.1,GOOSE BAY NURSERY SCHOOL AND K INDERGARTEN,BRONX,305975.0,"THE ALDRICH NURSERY SCHOOL AND DAY CARE CENTER, INC.",4/13/71, ALDRICH NURSERY SCHOOL AND DAY CARE CENTER ,0.64,
2862,134025290.0,C4103,HARLEM REVIVE BASEBALL INNER,,212460.0,"THE EAST RIVER BASEBALL LEAGUE, INC.",7/21/67, EAST RIVER BASEBALL LEAGUE ,0.67,
2863,133530299.0,C4105,HEALTH INDUSTRY RESOURCES ENTERPRISES,NEW YORK,260773.0,"HEALTH FACILITIES RESOURCE CENTER, INC.",5/8/73,HEALTH FACILITIES RESOURCE CENTER ,0.69,
2864,,C4106,HENRY STREET PROJECT,,994851.0,"THE 29TH STREET PROJECT, INC.",5/7/85, 29TH STREET PROJECT ,0.85,
2866,111770092.0,C4110,HOLY TRINITY COMMUNITY SCHOOL,HOLLIS,3412319.0,"TRINITY COMMUNITY SERVICES, INC.",9/14/06,TRINITY COMMUNITY SERVICES ,0.79,
2867,112629532.0,C4112,HOSPITAL CLINIC HOME,GREAT NECK,219975.0,"HOSPITAL AUDIENCES, INC.",2/19/68,HOSPITAL AUDIENCES ,0.68,
2870,133306196.0,C4116.2,INSTITUTE FOR COMMUNITY LIVING STEPPING STONE RESIDENCE,,4100617.0,"DEVELOPMENTAL INSTITUTE FOR COMMUNITY INTEGRATION, INC",5/31/11,DEVELOPMENTAL INSTITUTE FOR COMMUNITY INTEGRATION ,0.67,
2871,237362771.0,C4118,INTERACTION DANCE FND,,414052.0,"AMBIANCE INTER-ACTION, INC.",11/3/76,AMBIANCE INTERACTION ,0.78,
2872,521003891.0,C4120,INTERNATIONAL CARIBBEAN,NEW YORK,1506355.0,"CARITAS INTERNATIONAL, INC.",2/4/91,CARITAS INTERNATIONAL ,0.86,
2873,111848879.0,C4121,INTERNATIONAL NURSERY,FLUSHING,4614039.0,"NUSEA INTERNATIONAL, INC.",7/29/14,NUSEA INTERNATIONAL ,0.9,
2874,111639815.0,C4122,JAMAICA CHILD CARE CENTER,JAMAICA,1577395.0,"ALLIANCE CHILD CARE CENTER, INC.",9/24/91,ALLIANCE CHILD CARE CENTER ,0.82,
2875,222684858.0,C4124,JEWISH CENTER FOR SPECIAL EDUC,BROOKLYN,1985129.0,"THE CENTER FOR JEWISH HISTORY, INC.",12/27/95, CENTER FOR JEWISH HISTORY ,0.81,
2877,112246040.0,C4127,JOHN EDWARD BRUCE DAY,BROOKLYN,207775.0,"EDWARD ORMAND FUND, INC.",3/9/67,EDWARD ORMAND FUND ,0.62,
2879,113199639.0,C4129,LEADERSHIP INSTITUTE FOR,BROOKLYN,2958265.0,"INSTITUTE FOR LEADERSHIP, INC.",9/25/03,INSTITUTE FOR LEADERSHIP ,1.0,
2882,133785102.0,C4133,LIBRARIES FOR FUTURE,NEW YORK,4345692.0,"AFRICA FOR THE FUTURE, INC.",1/14/13,AFRICA FOR  FUTURE ,0.76,
2885,133550709.0,C4137,LUCILLE ROSE DAY,ARVERNE,2320425.0,"A ROSE IS A ROSE, INC.",12/1/98,A ROSE IS A ROSE ,0.64,
2887,112269974.0,C4139,MALCOLM X DCC OF CORONA,CORONA,2489766.0,"MALCOLM X APARTMENTS, INC.",3/23/00,MALCOLM X APARTMENTS ,0.62,
2888,133966229.0,C4141,MARC AFTER SCHOOL PROGRAM,BRONX,2967074.0,STARRS SCHOOL AGE PROGRAM INC.,10/20/03,STARRS SCHOOL AGE PROGRAM ,0.8,
2890,223001223.0,C4145,MONTESSORI PROGRESSIVE,ST ALBANS,139087.0,"PROGRESSIVE MASONAIRES, INC.",6/27/61,PROGRESSIVE MASONAIRES ,0.77,
2892,133973196.0,C4148,MOUSE MAKING OPPORTUNITIES,NEW YORK,2644500.0,GIVING OPPORTUNITIES TO OTHERS,5/30/01,GIVING OPPORTUNITIES TO ORS,0.75,
2893,113163261.0,C4149,MULTITALENTS,EDGEWOOD,100825.0,"ULTRALITES, INC.",1/24/55,ULTRALITES ,0.64,
2894,133471084.0,C4150,NY OUTWARD,NEW YORK,4520372.0,"NY UNITED, INC.",1/28/14,NY UNITED ,0.63,
2895,131971099.0,C4151,NATIONAL ASSOCIATION OF FAMILY,NEW YORK,15498.0,"NATIONAL ASSOCIATION OF HARPISTS, INC.",1/10/20,NATIONAL ASSOCIATION OF HARPISTS ,0.87,
2896,133795142.0,C4153,NATIONAL HELPERS NETWORK,NEW YORK,1809235.0,"NATIONAL ACTION NETWORK, INC.",4/4/94,NATIONAL ACTION NETWORK ,0.82,
2898,133683760.0,C4155,NEW HORIZONS ADULT,BRONX,100947.0,"THE NEW HORIZONS CLUB, INC.",3/28/55, NEW HORIZONS CLUB ,0.83,
2901,237129564.0,C4160,NY FNDN FOR ARTS,NEW YORK,368440.0,"NOHO FOR THE ARTS, INC.",4/28/75,NOHO FOR  ARTS ,0.76,
2902,135562308.0,C4163,NY UNIVERSITY,NEW YORK,3045115.0,UNIVERSARIUM INC.,4/26/04,UNIVERSARIUM ,0.64,
2903,133533428.0,C4164,NY YOUTH AT RISK,NEW YORK,2753665.0,"YOUTH ON THE RISE, INC.",4/11/02,YOUTH ON  RISE ,0.76,
2906,,C4170,NYL DOUGLASTON EARLY,,2140590.0,ROYAL PEARL FOUNDATION,5/6/97,ROYAL PEARL FOUNDATION,0.67,
2907,112698494.0,C4172,OMEGA PSI PHI FRATERNITY NU,S OZONE PARK,272678.0,"PHI PSI OMEGA FRATERNITY, INC.",2/17/69,PHI PSI OMEGA FRATERNITY ,1.0,
2908,,C4174,OUR SAVIOURS EVANGELICAL,,68314.0,THE EVANGELICAL LUTHERAN CHURCH,4/6/49, EVANGELICAL LURAN CHURCH,0.71,
2910,112334269.0,C4176,PARK SLOPE SENIOR,BROOKLYN,21565.0,PARK SLOPE HOMES INC.,11/22/27,PARK SLOPE HOMES ,0.77,
2912,237013149.0,C4178,PHOENIX PROGRAMS OF NY,NEW YORK,2776782.0,"SOUTHWEST KEY PROGRAMS, INC.",6/10/02,SOUTHWEST KEY PROGRAMS ,0.64,
2913,112928703.0,C4179,PRACTICAL LEARNING CENTER,BROOKLYN,1783541.0,FAMILY LEARNING CENTER INC.,12/31/93,FAMILY LEARNING CENTER ,0.81,
2914,113395262.0,C4180,PROJECT TEEN AID,,4204884.0,"THE PATIENT PROJECT, INC.",2/17/12, PATIENT PROJECT ,0.77,
2917,562368251.0,C4183.1,PUERTO RICAN FAMILY INSTITUTE QUEENS MENTAL HEALTH CLINIC,,2588712.0,RADIN INSTITUTE FOR FAMILY HEALTH EDUCATION & PROMOTION (RIFHEP) INC.,12/29/00,RADIN INSTITUTE FOR FAMILY HEALTH EDUCATION  PROMOTION RIFHEP ,0.65,
2918,113381629.0,C4184,QUEENS THEATER IN PARK,FLUSHING,2140881.0,"QUEENS THEATRE IN THE PARK, INC.",5/7/97,QUEENS ATRE IN  PARK ,0.88,
2920,133933851.0,C4186,RED APPLE CHILD DEVELOPMENT,,1004336.0,CHILD DEVELOPMENT FOUNDATION,6/13/85,CHILD DEVELOPMENT FOUNDATION,0.77,
2921,141586408.0,C4187,REF PROT DUTCH CHURCH,HYDE PARK,74953.0,"THE CHURCH OF JUSTICE, INC.",6/5/50, CHURCH OF JUSTICE ,0.68,
2925,112635374.0,C4194.1,SAMARITAN HOUSE,BRIARWOOD,1771275.0,"MADRIGAL HOUSE, INC.",11/10/93,MADRIGAL HOUSE ,0.76,
2926,,C4195,SAMON ARTS AND CULTURE,,4716397.0,"KOREAN CULTURE AND ARTS, INC.",2/25/15,KOREAN CULTURE AND ARTS ,0.84,
2927,113040580.0,C4196,SAND CASTLE CHILD CARE CENTER,BROOKLYN,1577395.0,"ALLIANCE CHILD CARE CENTER, INC.",9/24/91,ALLIANCE CHILD CARE CENTER ,0.8,
2929,132638563.0,C4198.1,SEVENTH AVENUE MENNONITE CHURCH HEAD START,NEW YORK,77278.0,"THE UNITED SEVENTH DAY ADVENTIST CHURCH OF GOD, INC.",1/10/52, UNITED SEVENTH DAY ADVENTIST CHURCH OF GOD ,0.67,
2930,113337280.0,C4199,SHEARIS ACADEMY,BROOKLYN,4779221.0,SWISH ACADEMY INC.,6/23/15,SWISH ACADEMY ,0.79,
2931,237146570.0,C4200,SHELDON RWEAVER DAY,FAR ROCKAWAY,445264.0,"LAURELTON DAY CARE, INC.",8/17/77,LAURELTON DAY CARE ,0.65,
2932,111686380.0,C4201,SHULAMITH SCHOOL FOR GIRLS,BROOKLYN,1731508.0,"WELHAM GIRLS' SCHOOL ALUMNI, INC.",6/2/93,WELHAM GIRLS SCHOOL ALUMNI ,0.65,
2933,,C4203,SOUND DALE DAY CARE CENTER,,2854009.0,LIL ONES DAY CARE CENTER,1/8/03,LIL ONES DAY CARE CENTER,0.8,
2936,131858180.0,C4207,SPUYTEN DUYVIL PRESCHOOL,BRONX,89363.0,"SPUYTEN DUYVIL MEN'S CLUB, INC.",6/25/54,SPUYTEN DUYVIL MENS CLUB ,0.74,
2937,,C4208,ST ANDREWS EPISCOPAL CHURCH,,73533.0,THE EPISCOPAL CHURCH FOUNDATION,6/29/49, EPISCOPAL CHURCH FOUNDATION,0.74,
2938,,C4210,ST PETERS PRESCHOOL,,377938.0,"THE PATTERSON SCHOOL, INC.",8/25/75, PATTERSON SCHOOL ,0.69,
2947,133871929.0,C4221,TEACHERS FOR TOMORROW,NEW YORK,2654306.0,"LEADERS FOR TOMORROW, INC.",6/26/01,LEADERS FOR TOMORROW ,0.88,
2949,111807542.0,C4227,CORNER SCHOOL,FLUSHING,1605320.0,SOL'S CORNER INC.,1/22/92,SOLS CORNER ,0.83,
2950,133764868.0,C4229,GILLEN BREWER SCHOOL,NEW YORK,2301216.0,"CAREER SCHOOL OF NY, INC.",9/25/98,CAREER SCHOOL OF NY ,0.67,
2952,112069848.0,C4231,HUMAN RESOURCES CENTER,ST ALBANS,503978.0,"CUBA RESOURCE CENTER, INC.",8/3/78,CUBA RESOURCE CENTER ,0.86,
2953,133584032.0,C4232,NATIONAL CONFERENCE FOR,NEW YORK,1277769.0,"THE NATIONAL CENTER FOR MEN, INC.",7/15/88, NATIONAL CENTER FOR MEN ,0.83,
2954,111839362.0,C4233,NEW WORLD CENTER OF NY,FLUSHING,88025.0,"THE CHILD CENTER OF NY, INC.",10/2/53, CHILD CENTER OF NY ,0.8,
2955,,C4236,STANLEY LAMM INSTITUTE,,181494.0,"PERSIAN LAMB INSTITUTE, INC.",11/18/64,PERSIAN LAMB INSTITUTE ,0.77,
2958,13317439.0,C4239,TRINITY HUMAN SERVICE,,4066001.0,YETOIN HUMAN SERVICE INC,3/10/11,YETOIN HUMAN SERVICE ,0.83,
2959,,C4240,UFTTEACHER CENTERUFT,,3836751.0,NEW TEACHER CENTER,7/22/09,NEW TEACHER CENTER,0.74,
2960,111797198.0,C4242,UNITED LUBAVITCHER YESHIVA,BROOKLYN,39938.0,UNITED YESHIVOS FOUNDATION INC.,8/6/38,UNITED YESHIVOS FOUNDATION ,0.65,
2961,135562419.0,C4243,UNITED METHODIST CITY,NEW YORK,2869819.0,UNITED METHODIST NOMADS,2/13/03,UNITED METHODIST NOMADS,0.86,
2963,132617681.0,C4245,UNITED WAY OF NY,NEW YORK,4536731.0,"RIGHT OF WAY NYC, INC.",2/28/14,RIGHT OF WAY NYC ,0.75,
2965,111667776.0,C4247,VANDERVEER PARK UNITED METHODIST CHURCH,,1734003.0,METROPOLITAN KORYO UNITED METHODIST CHURCH,6/11/93,METROPOLITAN KORYO UNITED METHODIST CHURCH,0.74,
2974,112163504.0,C43,ASSOCIATION BETH RIVKAH SCHOOLS,BROOKLYN,172274.0,"ASSOCIATION OF LEAGUE SCHOOLS, INC.",2/18/64,ASSOCIATION OF LEAGUE SCHOOLS ,0.79,
2979,111633572.0,C477,LITTLE FLOWER CHILDRENS,WADING RIVER,1388286.0,"LITTLE FLOWER RESIDENCES, INC.",9/29/89,LITTLE FLOWER RESIDENCES ,0.81,
2982,237303098.0,C494,MAGNOLIA TREE EARTH CENTER,BROOKLYN,71616.0,"THE ASSOCIATED ARTS CENTER, INC.",5/19/48, ASSOCIATED ARTS CENTER ,0.71,
2983,112524611.0,C499,MAPLETONMIDWOOD COMMUNITY,BROOKLYN,3750653.0,COMMUNITY BY COMMUNITY INC.,12/8/08,COMMUNITY BY COMMUNITY ,0.86,
2985,113067201.0,C529,NACHAS HEALTHNET,BROOKLYN,2177727.0,"HEALTHREACH NY, INC.",9/5/97,HEALTHREACH NY ,0.67,
2992,510138709.0,C577,NORTHSIDE COMMUNITY,BROOKLYN,1619779.0,"FOR THAI COMMUNITY, INC.",3/11/92,FOR THAI COMMUNITY ,0.81,
2997,112713960.0,C600,PARK SLOPE GERIATRIC DAY CENTER,BROOKLYN,250375.0,"THE PARK SLOPE COMMUNITY CENTER, INC.",1/3/73, PARK SLOPE COMMUNITY CENTER ,0.77,
3001,112244883.0,C638,PUTNAM CHILD DEVELOMENT,BROOKLYN,259593.0,REINA DEVELOPMENT CO. INC.,4/23/73,REINA DEVELOPMENT CO ,0.7,
3013,112665242.0,C736,ST ANN CENTER FOR RESTOR,BROOKLYN,4617609.0,"CENTER FOR ALL SEASONS, INC.",8/6/14,CENTER FOR ALL SEASONS ,0.74,
3016,,C758,ST MARKS FAMILY,,3667279.0,"FAMILY 4 FAMILY, INC.",5/5/08,FAMILY 4 FAMILY ,0.86,
3018,113251860.0,C769,SUNSET PRK BUSINESS IMPR DIST,BROOKLYN,4168788.0,"NRB BUSINESS ASSOCIATION USA, INC",11/22/11,NRB BUSINESS ASSOCIATION USA ,0.6,
3033,111993448.0,C847,YOUNG ISRAEL OF BEDFORD BAY,BROOKLYN,1782416.0,"YOUNG ISRAEL OF KINGS BAY, INC.",12/27/93,YOUNG ISRAEL OF KINGS BAY ,0.86,
3036,112288765.0,C856,BNOS ZION OF BOBOV,BROOKLYN,2806767.0,"BEST OF BROOKLYN, INC.",8/30/02,BEST OF BROOKLYN ,0.59,
3044,132601303.0,C907,BRONX COUNCIL ON ARTS,BRONX,292136.0,"BROOKLYN ARTS COUNCIL, INC.",6/24/70,BROOKLYN ARTS COUNCIL ,0.86,
3046,111797162.0,C92,BETHLEHEM EVLUTHERAN,BROOKLYN,211978.0,THE BETHLEHEM ART FUND,7/6/67, BETHLEHEM ART FUND,0.67,
3048,133254484.0,C929,CITIZENS ADVICE BUREAU,BRONX,183503.0,"CITIZENS FOR CLEAN AIR, INC.",1/18/65,CITIZENS FOR CLEAN AIR ,0.68,
3052,133287608.0,C976,YOUTH ACTIVITIES COMMITTEE,BRONX,4622273.0,SONATAS YOUTH COMMITTEE INC.,8/15/14,SONATAS YOUTH COMMITTEE ,0.79,
3053,133287609.0,C976.1,GLORIA WISE BOY AND GIRLS,,38878.0,RIVIERA BOYS AND GIRLS INC.,4/22/37,RIVIERA BOYS AND GIRLS ,0.77,
3054,132612532.0,C993,HUNTS POINT MULTISERVICE,BRONX,523292.0,"CDI MULTI-SERVICE AGENCY, INC.",11/24/78,CDI MULTISERVICE AGENCY ,0.69,
3056,132733101.0,C996,INSTITUTE FOR MEDIATION,BRONX,1907950.0,"THE INSTITUTE FOUNDATION, INC.",3/29/95, INSTITUTE FOUNDATION ,0.84,
3058,111966067.0,E101,SOUTH QUEENS BOYS AND GIRLS CLUB,RICHMOND HILL,164626.0,"BOYS & GIRLS CLUB OF METRO QUEENS, INC.",4/8/57,BOYS  GIRLS CLUB OF METRO QUEENS ,0.83,
3068,111630830.0,E112,ST JOHNS UNIVERSITY,JAMAICA,1108318.0,KOH-E-NOR UNIVERSITY,11/25/86,KOHENOR UNIVERSITY,0.76,
3069,132997301.0,E115,ST LUKESROOSEVELT HOSPITAL,NEW YORK,41872.0,"WEST END ROOSEVELT CLUB, INC.",2/5/41,WEST END ROOSEVELT CLUB ,0.61,
3071,,E117,ST VINCENTS CATHOLIC,,3527414.0,"CATHOLIC RESOURCES, INC.",6/6/07,CATHOLIC RESOURCES ,0.68,
3072,,E117.2,ST VINCENTS CATHOLIC MEDICAL CENTER,,28839.0,BAPTIST MEDICAL CENTER OF NEW YORK,12/8/04,BAPTIST MEDICAL CENTER OF NEW YORK,0.67,
3073,,E117.3,ST VINCENTS OF RICHMOND,,78833.0,"RICHMOND SENIOR SERVICES, INC.",12/30/52,RICHMOND SENIOR SERVICES ,0.72,
3074,133091767.0,E117.4,BAYLEY SETON HOSPITAL,STATEN ISLAND,13749.0,ST. BARNABAS HOSPITAL,06/11/1877,ST BARNABAS HOSPITAL,0.68,
3075,,E119,ST AGATHAS,,2940931.0,NEST ARTS INC.,8/8/03,NEST ARTS ,0.63,
3077,111633551.0,E122,ST BERNADETTE ROMAN CATHOLIC CHURCH,,23751.0,ROMAN CATHOLIC CHURCH OF ST. JOHN,02/13/1886,ROMAN CATHOLIC CHURCH OF ST JOHN,0.86,
3078,111631811.0,E123,ST ANSELMS ROMAN CATHOLIC CHURCH,,17166.0,ROMAN CATHOLIC CHURCH OF ST. ANN,01/14/1874,ROMAN CATHOLIC CHURCH OF ST ANN,0.87,
3079,111639837.0,E124,ST ATHANASIUS ROMAN CATHOLIC CHURCH,,23751.0,ROMAN CATHOLIC CHURCH OF ST. JOHN,02/13/1886,ROMAN CATHOLIC CHURCH OF ST JOHN,0.86,
3080,112777066.0,E125,ST CHRISTOPHEROTTILIE,SEA CLIFF,2148400.0,"ST. CHRISTOPHER CLUB, INC.",5/30/97,ST CHRISTOPHER CLUB ,0.75,
3081,131624166.0,E126,ST CLARES HOSPITAL AND HEALTH CENTER,NEW YORK,19256.0,FLUSHING HOSPITAL AND MEDICAL CENTER,02/04/1884,FLUSHING HOSPITAL AND MEDICAL CENTER,0.72,
3082,,E127,ST EPHREMS ROMAN CATHOLIC CHURCH,,17166.0,ROMAN CATHOLIC CHURCH OF ST. ANN,01/14/1874,ROMAN CATHOLIC CHURCH OF ST ANN,0.87,
3083,111635105.0,E128,ST FRANCIS COLLEGE,BROOKLYN,1540803.0,FRANKLIN COLLEGE INC.,4/17/91,FRANKLIN COLLEGE ,0.76,
3084,111631815.0,E129,ST JOSEPH ROMAN CATHOLIC CHURCH,,23751.0,ROMAN CATHOLIC CHURCH OF ST. JOHN,02/13/1886,ROMAN CATHOLIC CHURCH OF ST JOHN,0.89,
3085,,E131,ST JUDE ROMAN CATHOLIC CHURCH BROOKLYN NY,,27969.0,"ST. PATRICKS ROMAN CATHOLIC CHURCH, BROOKLYN",03/10/1865,ST PATRICKS ROMAN CATHOLIC CHURCH BROOKLYN,0.89,
3087,132747442.0,E133,ST LUKES EPISCOPAL CHURCH,,2160332.0,"ST. LUKE'S SATURDAY SCHOOL, INC.",7/9/97,ST LUKES SATURDAY SCHOOL ,0.65,
3088,111633501.0,E134,ST MARYS GOLDEN AGE CLUB,,1367527.0,CHINESE GOLDEN AGE CLUB INC.,7/11/89,CHINESE GOLDEN AGE CLUB ,0.79,
3089,111771932.0,E135,ST SIMON AND JUDE ROMAN CATHOLIC CHURCH,,27992.0,ROMAN CATHOLIC CHURCH OF ST. NICHOLAS,08/11/1865,ROMAN CATHOLIC CHURCH OF ST NICHOLAS,0.8,
3091,131740311.0,E140,ST FRANCIS OF ASSISI ROMAN CATHOLIC CHURCH,,23742.0,ROMAN CATHOLIC CHURCH OF ST. JOHN THE EVANGELIST,02/02/1886,ROMAN CATHOLIC CHURCH OF ST JOHN  EVANGELIST,0.78,
3092,,E141,ST FRANCIS OF PAOLA CHURCH,,25911.0,THE  CHURCH OF ST. STANISLAUS,04/26/1800,  CHURCH OF ST STANISLAUS,0.78,
3093,111665825.0,E142,EPISCOPAL HEALTH SERVICES,UNIONDALE,4796526.0,"ODYSSEY HEALTH SERVICES, INC.",7/29/15,ODYSSEY HEALTH SERVICES ,0.79,
3094,,E200,ROMAN CATHOLIC CHURCH OF ST PATRICKBROOKLYN,,27974.0,ROMAN CATHOLIC CHURCH OF ASSUMPTION BROOKLYN,03/10/1865,ROMAN CATHOLIC CHURCH OF ASSUMPTION BROOKLYN,0.83,
3095,,ID.org,clean.name,,137845.0,IRAN NAMEH INC.,5/11/61,IRAN NAMEH ,0.7,
3099,136097931.0,N102,LOIS AND SAMUEL SILBERMAN FUND BANKER TRUST,NEW YORK,1182774.0,"THE SAMUEL B. AND GERTRUDE E. LEVIN FOUNDATION, INC.",12/4/87, SAMUEL B AND GERTRUDE E LEVIN FOUNDATION ,0.6,
3100,112578154.0,N103,LONG ISLAND ADVOCACY CENTER,NEW HYDE PARK,1302594.0,"COMMUNITY ADVOCACY CENTER, INC.",10/28/88,COMMUNITY ADVOCACY CENTER ,0.75,
3107,111952301.0,N112,MARY QUEEN OF HEAVEN,,3562945.0,CHAVERIM OF QUEENS INC.,8/31/07,CHAVERIM OF QUEENS ,0.74,
3109,113316802.0,N114,MEDISYS HEALTH NETWORK AS TEMP RECIEVER FOR SEAPORT MANOR,JAMAICA,1282362.0,"THE EMPIRE STATE CENTER FOR PEER HEALTH AND DEVELOPMENT, INC",8/4/88, EMPIRE STATE CENTER FOR PEER HEALTH AND DEVELOPMENT ,0.57,
3111,131624086.0,N117,METRO LIBRARY COUNCIL TREASURER,NEW YORK,2070087.0,ERA METRO NEW YORK BROKER COUNCIL INC.,9/27/96,ERA METRO NEW YORK BROKER COUNCIL ,0.69,
3112,136192377.0,N118,METROPOLITAN COLLEGE OF NY,NEW YORK,21552.0,"METROPOLITAN RIFLE LEAGUE, INC.",12/7/27,METROPOLITAN RIFLE LEAGUE ,0.75,
3113,112655466.0,N119,MIDWOOD AMBULANCE,BROOKLYN,217255.0,"MIDWOOD MARKSMEN, INC.",12/14/67,MIDWOOD MARKSMEN ,0.67,
3115,131740115.0,N120,MOUNT VERNON HOSPITAL,MOUNT VERNON,10128.0,THE MOUNT SINAI HOSPITAL,01/16/1852, MOUNT SINAI HOSPITAL,0.82,
3118,136295168.0,N123,MUSIC PERFORMANCE TRUST FUND,NEW YORK,840024.0,"THE ROBERT MILLER FUND FOR MUSIC,INC.",5/6/83, ROBERT MILLER FUND FOR MUSIC,0.68,
3124,112587101.0,N13,BAM LOCAL DEVELOPMENT,BROOKLYN,2713957.0,H T LOCAL DEVELOPMENT INC.,1/2/02,H T LOCAL DEVELOPMENT ,0.89,
3129,,N135,NY EXPO,,3825286.0,MEOR NY,6/23/09,MEOR NY,0.71,
3130,111788788.0,N136,NY INSTITUTE OF TECHNOLOGY METRO CENTER,OLD WESTBURY,226023.0,"THE GAINES INSTITUTE OF DENTAL TECHNOLOGY, INC.",7/22/68, GAINES INSTITUTE OF DENTAL TECHNOLOGY ,0.77,
3132,132945229.0,N138,NY ORGAN DONOR NETWORK,NEW YORK,4714806.0,"THE BRAIN ANEURYSM NETWORK, INC.",2/23/15, BRAIN ANEURYSM NETWORK ,0.68,
3134,113282331.0,N14,BEACH 41ST STREET HOUSES RESIDENT COUNCIL,FAR ROCKAWAY,1203468.0,THE 141ST STREET RESIDENT BLOCK ASSOCIATION INC.,9/21/87, 141ST STREET RESIDENT BLOCK ASSOCIATION ,0.68,
3139,,N144,NY FORENSIC PSYCHIATRIC ASSOCIATION ERIC GOLDSMITH MD,,77323.0,"ASSOCIATION FOR PSYCHIATRIC TREATMENT OF OFFENDERS, INC.",1/15/52,ASSOCIATION FOR PSYCHIATRIC TREATMENT OF OFFENDERS ,0.68,
3142,,N147,ONE CALL USERS COUNCIL,,233226.0,"QUEENS COUNCIL ON THE ARTS, INC.",4/21/70,QUEENS COUNCIL ON  ARTS ,0.73,
3146,,N154,PARKVIEW HOME FOR ADULTS JEFFREY J EDELMAN,,373643.0,"JAMAICA SERVICE PROGRAM FOR OLDER ADULTS, INC.",6/30/75,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS ,0.59,
3150,,N158,PIAGENTINI AND JONES INTERMEDIATE SCHOOL 192 PTA,,4358174.0,MARGARET S. DOUGLAS INTERMEDIATE SCHOOL 292 PTA INC.,2/8/13,MARGARET S DOUGLAS INTERMEDIATE SCHOOL 292 PTA ,0.74,
3151,160743115.0,N159,PLANNED PARENTHOOD OF BUFFALO AND ERIE COUNTIES,BUFFALO,1894181.0,"NEW YORK STATE AFFILIATES OF PLANNED PARENTHOOD, INC.",2/13/95,NEW YORK STATE AFFILIATES OF PLANNED PARENTHOOD ,0.68,
3152,112984876.0,N16,BENMSONHURST CHINESE CHRISTIAN CHURCH,,463015.0,"NEW HOPE CHRISTIAN MISSIONARY CHURCH, INC.",8/25/78,NEW HOPE CHRISTIAN MISSIONARY CHURCH ,0.71,
3154,131853768.0,N161,PRESTON HIGH SCHOOL,,1034544.0,"THE SCHOOL OF REASON, INC.",10/23/85, SCHOOL OF REASON ,0.74,
3157,,N164,PTA PS 321,,4211401.0,P.S. 132 PTA INC.,3/2/12,PS 132 PTA ,0.9,
3158,112037770.0,N165,QCC AUXIL ENTER ASSOCIATION,BAYSIDE,2241288.0,"INTER-CARE ALUMNI ASSOCIATION, INC.",3/23/98,INTERCARE ALUMNI ASSOCIATION ,0.76,
3163,135562327.0,N170,RECTOR WARDENS AND VESTRYMEN OF GRACE CHURCH,NEW YORK,2532107.0,MIRACLE AND WONDERS CHRIST CHURCH OF THE APOSTLES INC.,7/17/00,MIRACLE AND WONDERS CHRIST CHURCH OF  APOSTLES ,0.63,
3164,,N171,RECTOR TRINITY ASSOCIATION,,301438.0,"TRINITY TENANTS ASSOCIATION, INC.",1/15/71,TRINITY TENANTS ASSOCIATION ,0.84,
3171,,N179,ROMAN CATHOLIC CHURCH OF OUR LADY HELP OF CHRISTIANS BROOKLYN,,187661.0,ROMAN CATHOLIC CHURCH OF THE VISITATION ON THE CITY OF BROOKLYN,3/10/65,ROMAN CATHOLIC CHURCH OF  VISITATION ON  CITY OF BROOKLYN,0.78,
